,GDPC1,CPILFESL,PCEPI,PPIFID,DFEDTARU,CSUSHPISA,UNRATE,SP500,DGS10,T10Y2Y,T10Y3M,T10YIE,FEDFUNDS,CPIAUCSL,M2,M2V,BASE,USSLIND,UMCSENT,IPMAN,HOUST,GS10,BAA10Y,TEDRATE,WALCL,GDP,DTWEXB,BAMLH0A0HYM2,DGS2,A191RP1Q027SBEA,VIXCLS
2013-08-19,16594.743,234.336,101.51,109.5,0.25,156.966,7.2,1646.06,2.88,2.52,2.82,2.13,0.08,233.456,10776.5,1.569,3393.903,1.67,82.1,99.4251,917.0,2.74,2.7,0.2,3646323.0,16911.068,101.8405,4.71,0.36,5.2,15.1
2013-08-20,16594.743,234.336,101.51,109.5,0.25,156.966,7.2,1652.35,2.82,2.46,2.78,2.15,0.08,233.456,10776.5,1.569,3393.903,1.67,82.1,99.4251,917.0,2.74,2.72,0.22,3646323.0,16911.068,101.7325,4.8,0.36,5.2,14.91
2013-08-21,16594.743,234.336,101.51,109.5,0.25,156.966,7.2,1642.8,2.87,2.49,2.83,2.14,0.08,233.456,10776.5,1.569,3427.953,1.67,82.1,99.4251,917.0,2.74,2.71,0.22,3645668.0,16911.068,102.2144,4.77,0.38,5.2,15.94
2013-08-22,16594.743,234.336,101.51,109.5,0.25,156.966,7.2,1656.96,2.9,2.48,2.87,2.11,0.08,233.456,10776.5,1.569,3427.953,1.67,82.1,99.4251,917.0,2.74,2.68,0.23,3645668.0,16911.068,102.4438,4.73,0.42,5.2,14.76
2013-08-23,16594.743,234.336,101.51,109.5,0.25,156.966,7.2,1663.5,2.82,2.42,2.79,2.13,0.08,233.456,10776.5,1.569,3427.953,1.67,82.1,99.4251,917.0,2.74,2.67,0.23,3645668.0,16911.068,102.1059,4.75,0.4,5.2,13.98
2013-08-24,16594.743,234.336,101.51,109.5,0.25,156.966,7.2,1663.5,2.82,2.42,2.79,2.13,0.08,233.456,10776.5,1.569,3427.953,1.67,82.1,99.4251,917.0,2.74,2.67,0.23,3645668.0,16911.068,102.1059,4.75,0.4,5.2,13.98
2013-08-25,16594.743,234.336,101.51,109.5,0.25,156.966,7.2,1663.5,2.82,2.42,2.79,2.13,0.08,233.456,10776.5,1.569,3427.953,1.67,82.1,99.4251,917.0,2.74,2.67,0.23,3645668.0,16911.068,102.1059,4.75,0.4,5.2,13.98
2013-08-26,16594.743,234.336,101.51,109.5,0.25,156.966,7.2,1656.78,2.79,2.38,2.75,2.15,0.08,233.456,10808.9,1.569,3427.953,1.67,82.1,99.4251,917.0,2.74,2.67,0.23,3645668.0,16911.068,102.342,4.75,0.41,5.2,14.99
2013-08-27,16594.743,234.336,101.51,109.5,0.25,156.966,7.2,1630.48,2.72,2.34,2.67,2.15,0.08,233.456,10808.9,1.569,3427.953,1.67,82.1,99.4251,917.0,2.74,2.66,0.21,3645668.0,16911.068,102.5701,4.82,0.38,5.2,16.77
2013-08-28,16594.743,234.336,101.51,109.5,0.25,156.966,7.2,1634.96,2.78,2.38,2.75,2.15,0.08,233.456,10808.9,1.569,3427.953,1.67,82.1,99.4251,917.0,2.74,2.65,0.23,3644456.0,16911.068,102.5811,4.77,0.4,5.2,16.49
2013-08-29,16594.743,234.336,101.51,109.5,0.25,156.966,7.2,1638.17,2.75,2.36,2.73,2.1,0.08,233.456,10808.9,1.569,3427.953,1.67,82.1,99.4251,917.0,2.74,2.62,0.24,3644456.0,16911.068,102.7918,4.76,0.39,5.2,16.81
2013-08-30,16594.743,234.336,101.51,109.5,0.25,156.966,7.2,1632.97,2.78,2.39,2.75,2.1,0.08,233.456,10808.9,1.569,3427.953,1.67,82.1,99.4251,917.0,2.74,2.56,0.23,3644456.0,16911.068,102.905,4.76,0.39,5.2,17.01
2013-08-31,16594.743,234.336,101.51,109.5,0.25,156.966,7.2,1632.97,2.78,2.39,2.75,2.1,0.08,233.456,10808.9,1.569,3427.953,1.67,82.1,99.4251,917.0,2.74,2.56,0.23,3644456.0,16911.068,102.905,4.76,0.39,5.2,17.01
2013-09-01,16594.743,234.7,101.55,109.4,0.25,158.227,7.2,1632.97,2.78,2.39,2.75,2.1,0.08,233.544,10808.9,1.569,3427.953,1.75,77.5,99.4882,850.0,2.81,2.56,0.23,3644456.0,16911.068,102.905,4.76,0.39,5.2,17.01
2013-09-02,16594.743,234.7,101.55,109.4,0.25,158.227,7.2,1632.97,2.78,2.39,2.75,2.1,0.08,233.544,10824.0,1.569,3427.953,1.75,77.5,99.4882,850.0,2.81,2.56,0.23,3644456.0,16911.068,102.905,4.78,0.39,5.2,17.01
2013-09-03,16594.743,234.7,101.55,109.4,0.25,158.227,7.2,1639.77,2.86,2.43,2.84,2.1,0.08,233.544,10824.0,1.569,3427.953,1.75,77.5,99.4882,850.0,2.81,2.58,0.24,3644456.0,16911.068,103.1272,4.69,0.43,5.2,16.61
2013-09-04,16594.743,234.7,101.55,109.4,0.25,158.227,7.2,1653.08,2.9,2.44,2.88,2.07,0.08,233.544,10824.0,1.569,3465.744,1.75,77.5,99.4882,850.0,2.81,2.55,0.24,3654182.0,16911.068,102.7503,4.64,0.46,5.2,15.88
2013-09-05,16594.743,234.7,101.55,109.4,0.25,158.227,7.2,1655.08,2.98,2.46,2.96,2.06,0.08,233.544,10824.0,1.569,3465.744,1.75,77.5,99.4882,850.0,2.81,2.55,0.24,3654182.0,16911.068,103.0869,4.59,0.52,5.2,15.77
2013-09-06,16594.743,234.7,101.55,109.4,0.25,158.227,7.2,1655.17,2.94,2.48,2.92,2.07,0.08,233.544,10824.0,1.569,3465.744,1.75,77.5,99.4882,850.0,2.81,2.59,0.24,3654182.0,16911.068,102.4424,4.63,0.46,5.2,15.85
2013-09-07,16594.743,234.7,101.55,109.4,0.25,158.227,7.2,1655.17,2.94,2.48,2.92,2.07,0.08,233.544,10824.0,1.569,3465.744,1.75,77.5,99.4882,850.0,2.81,2.59,0.24,3654182.0,16911.068,102.4424,4.63,0.46,5.2,15.85
2013-09-08,16594.743,234.7,101.55,109.4,0.25,158.227,7.2,1655.17,2.94,2.48,2.92,2.07,0.08,233.544,10824.0,1.569,3465.744,1.75,77.5,99.4882,850.0,2.81,2.59,0.24,3654182.0,16911.068,102.4424,4.63,0.46,5.2,15.85
2013-09-09,16594.743,234.7,101.55,109.4,0.25,158.227,7.2,1671.71,2.9,2.45,2.88,2.06,0.08,233.544,10816.4,1.569,3465.744,1.75,77.5,99.4882,850.0,2.81,2.6,0.24,3654182.0,16911.068,102.2002,4.66,0.45,5.2,15.63
2013-09-10,16594.743,234.7,101.55,109.4,0.25,158.227,7.2,1683.99,2.96,2.46,2.94,2.1,0.08,233.544,10816.4,1.569,3465.744,1.75,77.5,99.4882,850.0,2.81,2.61,0.24,3654182.0,16911.068,102.1311,4.6,0.5,5.2,14.53
2013-09-11,16594.743,234.7,101.55,109.4,0.25,158.227,7.2,1689.13,2.93,2.46,2.91,2.13,0.08,233.544,10816.4,1.569,3465.744,1.75,77.5,99.4882,850.0,2.81,2.61,0.23,3662035.0,16911.068,101.906,4.63,0.47,5.2,13.82
2013-09-12,16594.743,234.7,101.55,109.4,0.25,158.227,7.2,1683.42,2.92,2.47,2.91,2.11,0.08,233.544,10816.4,1.569,3465.744,1.75,77.5,99.4882,850.0,2.81,2.61,0.24,3662035.0,16911.068,101.7782,4.61,0.45,5.2,14.29
2013-09-13,16594.743,234.7,101.55,109.4,0.25,158.227,7.2,1687.99,2.9,2.45,2.89,2.1,0.08,233.544,10816.4,1.569,3465.744,1.75,77.5,99.4882,850.0,2.81,2.64,0.24,3662035.0,16911.068,101.8566,4.6,0.45,5.2,14.16
2013-09-14,16594.743,234.7,101.55,109.4,0.25,158.227,7.2,1687.99,2.9,2.45,2.89,2.1,0.08,233.544,10816.4,1.569,3465.744,1.75,77.5,99.4882,850.0,2.81,2.64,0.24,3662035.0,16911.068,101.8566,4.6,0.45,5.2,14.16
2013-09-15,16594.743,234.7,101.55,109.4,0.25,158.227,7.2,1687.99,2.9,2.45,2.89,2.1,0.08,233.544,10816.4,1.569,3465.744,1.75,77.5,99.4882,850.0,2.81,2.64,0.24,3662035.0,16911.068,101.8566,4.6,0.45,5.2,14.16
2013-09-16,16594.743,234.7,101.55,109.4,0.25,158.227,7.2,1697.6,2.88,2.47,2.86,2.12,0.08,233.544,10818.2,1.569,3465.744,1.75,77.5,99.4882,850.0,2.81,2.68,0.23,3662035.0,16911.068,101.4766,4.54,0.41,5.2,14.38
2013-09-17,16594.743,234.7,101.55,109.4,0.25,158.227,7.2,1704.76,2.86,2.47,2.85,2.16,0.08,233.544,10818.2,1.569,3465.744,1.75,77.5,99.4882,850.0,2.81,2.67,0.24,3662035.0,16911.068,101.4037,4.59,0.39,5.2,14.53
2013-09-18,16594.743,234.7,101.55,109.4,0.25,158.227,7.2,1725.52,2.69,2.35,2.68,2.2,0.08,233.544,10818.2,1.569,3545.856,1.75,77.5,99.4882,850.0,2.81,2.75,0.24,3722192.0,16911.068,101.4424,4.67,0.34,5.2,13.59
2013-09-19,16594.743,234.7,101.55,109.4,0.25,158.227,7.2,1722.34,2.76,2.42,2.75,2.21,0.08,233.544,10818.2,1.569,3545.856,1.75,77.5,99.4882,850.0,2.81,2.72,0.24,3722192.0,16911.068,100.5507,4.51,0.34,5.2,13.16
2013-09-20,16594.743,234.7,101.55,109.4,0.25,158.227,7.2,1709.91,2.75,2.41,2.74,2.23,0.08,233.544,10818.2,1.569,3545.856,1.75,77.5,99.4882,850.0,2.81,2.68,0.24,3722192.0,16911.068,100.7556,4.54,0.34,5.2,13.12
2013-09-21,16594.743,234.7,101.55,109.4,0.25,158.227,7.2,1709.91,2.75,2.41,2.74,2.23,0.08,233.544,10818.2,1.569,3545.856,1.75,77.5,99.4882,850.0,2.81,2.68,0.24,3722192.0,16911.068,100.7556,4.54,0.34,5.2,13.12
2013-09-22,16594.743,234.7,101.55,109.4,0.25,158.227,7.2,1709.91,2.75,2.41,2.74,2.23,0.08,233.544,10818.2,1.569,3545.856,1.75,77.5,99.4882,850.0,2.81,2.68,0.24,3722192.0,16911.068,100.7556,4.54,0.34,5.2,13.12
2013-09-23,16594.743,234.7,101.55,109.4,0.25,158.227,7.2,1701.84,2.72,2.37,2.7,2.26,0.08,233.544,10852.6,1.569,3545.856,1.75,77.5,99.4882,850.0,2.81,2.7,0.23,3722192.0,16911.068,100.7818,4.6,0.35,5.2,14.31
2013-09-24,16594.743,234.7,101.55,109.4,0.25,158.227,7.2,1697.42,2.67,2.32,2.65,2.19,0.08,233.544,10852.6,1.569,3545.856,1.75,77.5,99.4882,850.0,2.81,2.68,0.23,3722192.0,16911.068,100.9418,4.65,0.35,5.2,14.08
2013-09-25,16594.743,234.7,101.55,109.4,0.25,158.227,7.2,1692.77,2.63,2.27,2.61,2.18,0.08,233.544,10852.6,1.569,3545.856,1.75,77.5,99.4882,850.0,2.81,2.7,0.23,3734018.0,16911.068,100.9521,4.7,0.36,5.2,14.01
2013-09-26,16594.743,234.7,101.55,109.4,0.25,158.227,7.2,1698.67,2.66,2.32,2.66,2.19,0.08,233.544,10852.6,1.569,3545.856,1.75,77.5,99.4882,850.0,2.81,2.72,0.25,3734018.0,16911.068,101.1842,4.69,0.34,5.2,14.06
2013-09-27,16594.743,234.7,101.55,109.4,0.25,158.227,7.2,1691.75,2.64,2.3,2.62,2.18,0.08,233.544,10852.6,1.569,3545.856,1.75,77.5,99.4882,850.0,2.81,2.73,0.23,3734018.0,16911.068,101.1643,4.75,0.34,5.2,15.46
2013-09-28,16594.743,234.7,101.55,109.4,0.25,158.227,7.2,1691.75,2.64,2.3,2.62,2.18,0.08,233.544,10852.6,1.569,3545.856,1.75,77.5,99.4882,850.0,2.81,2.73,0.23,3734018.0,16911.068,101.1643,4.75,0.34,5.2,15.46
2013-09-29,16594.743,234.7,101.55,109.4,0.25,158.227,7.2,1691.75,2.64,2.3,2.62,2.18,0.08,233.544,10852.6,1.569,3545.856,1.75,77.5,99.4882,850.0,2.81,2.73,0.23,3734018.0,16911.068,101.1643,4.75,0.34,5.2,15.46
2013-09-30,16594.743,234.7,101.55,109.4,0.25,158.227,7.2,1681.55,2.64,2.31,2.62,2.19,0.08,233.544,10901.2,1.569,3545.856,1.75,77.5,99.4882,850.0,2.81,2.75,0.23,3734018.0,16911.068,101.1297,4.83,0.33,5.2,16.6
2013-10-01,16712.76,234.921,101.722,109.7,0.25,159.24200000000002,7.2,1695.0,2.66,2.33,2.64,2.2,0.09,233.669,10901.2,1.559,3545.856,1.39,73.2,99.6624,925.0,2.62,2.76,0.23,3734018.0,17133.114,101.1424,4.78,0.33,5.4,15.54
2013-10-02,16712.76,234.921,101.722,109.7,0.25,159.24200000000002,7.2,1693.87,2.63,2.32,2.61,2.2,0.09,233.669,10901.2,1.559,3528.374,1.39,73.2,99.6624,925.0,2.62,2.77,0.22,3747387.0,17133.114,100.96,4.78,0.31,5.4,16.6
2013-10-03,16712.76,234.921,101.722,109.7,0.25,159.24200000000002,7.2,1678.66,2.62,2.29,2.59,2.19,0.09,233.669,10901.2,1.559,3528.374,1.39,73.2,99.6624,925.0,2.62,2.78,0.21,3747387.0,17133.114,100.9301,4.75,0.33,5.4,17.67
2013-10-04,16712.76,234.921,101.722,109.7,0.25,159.24200000000002,7.2,1690.5,2.66,2.33,2.63,2.2,0.09,233.669,10901.2,1.559,3528.374,1.39,73.2,99.6624,925.0,2.62,2.76,0.21,3747387.0,17133.114,100.8166,4.7,0.33,5.4,16.74
2013-10-05,16712.76,234.921,101.722,109.7,0.25,159.24200000000002,7.2,1690.5,2.66,2.33,2.63,2.2,0.09,233.669,10901.2,1.559,3528.374,1.39,73.2,99.6624,925.0,2.62,2.76,0.21,3747387.0,17133.114,100.8166,4.7,0.33,5.4,16.74
2013-10-06,16712.76,234.921,101.722,109.7,0.25,159.24200000000002,7.2,1690.5,2.66,2.33,2.63,2.2,0.09,233.669,10901.2,1.559,3528.374,1.39,73.2,99.6624,925.0,2.62,2.76,0.21,3747387.0,17133.114,100.8166,4.7,0.33,5.4,16.74
2013-10-07,16712.76,234.921,101.722,109.7,0.25,159.24200000000002,7.2,1676.12,2.65,2.28,2.62,2.2,0.09,233.669,10905.4,1.559,3528.374,1.39,73.2,99.6624,925.0,2.62,2.74,0.21,3747387.0,17133.114,100.8434,4.69,0.37,5.4,19.41
2013-10-08,16712.76,234.921,101.722,109.7,0.25,159.24200000000002,7.2,1655.45,2.66,2.26,2.61,2.18,0.09,233.669,10905.4,1.559,3528.374,1.39,73.2,99.6624,925.0,2.62,2.71,0.19,3747387.0,17133.114,100.9333,4.68,0.4,5.4,20.34
2013-10-09,16712.76,234.921,101.722,109.7,0.25,159.24200000000002,7.2,1656.4,2.68,2.31,2.63,2.21,0.09,233.669,10905.4,1.559,3528.374,1.39,73.2,99.6624,925.0,2.62,2.71,0.2,3758663.0,17133.114,101.2423,4.67,0.37,5.4,19.6
2013-10-10,16712.76,234.921,101.722,109.7,0.25,159.24200000000002,7.2,1692.56,2.71,2.36,2.66,2.21,0.09,233.669,10905.4,1.559,3528.374,1.39,73.2,99.6624,925.0,2.62,2.68,0.19,3758663.0,17133.114,101.0073,4.61,0.35,5.4,16.48
2013-10-11,16712.76,234.921,101.722,109.7,0.25,159.24200000000002,7.2,1703.2,2.7,2.35,2.62,2.2,0.09,233.669,10905.4,1.559,3528.374,1.39,73.2,99.6624,925.0,2.62,2.68,0.16,3758663.0,17133.114,101.012,4.62,0.35,5.4,15.72
2013-10-12,16712.76,234.921,101.722,109.7,0.25,159.24200000000002,7.2,1703.2,2.7,2.35,2.62,2.2,0.09,233.669,10905.4,1.559,3528.374,1.39,73.2,99.6624,925.0,2.62,2.68,0.16,3758663.0,17133.114,101.012,4.62,0.35,5.4,15.72
2013-10-13,16712.76,234.921,101.722,109.7,0.25,159.24200000000002,7.2,1703.2,2.7,2.35,2.62,2.2,0.09,233.669,10905.4,1.559,3528.374,1.39,73.2,99.6624,925.0,2.62,2.68,0.16,3758663.0,17133.114,101.012,4.62,0.35,5.4,15.72
2013-10-14,16712.76,234.921,101.722,109.7,0.25,159.24200000000002,7.2,1710.14,2.7,2.35,2.62,2.2,0.09,233.669,10942.6,1.559,3528.374,1.39,73.2,99.6624,925.0,2.62,2.68,0.16,3758663.0,17133.114,101.012,4.6,0.35,5.4,16.07
2013-10-15,16712.76,234.921,101.722,109.7,0.25,159.24200000000002,7.2,1698.06,2.75,2.38,2.61,2.21,0.09,233.669,10942.6,1.559,3528.374,1.39,73.2,99.6624,925.0,2.62,2.66,0.1,3758663.0,17133.114,100.8839,4.54,0.37,5.4,18.66
2013-10-16,16712.76,234.921,101.722,109.7,0.25,159.24200000000002,7.2,1721.54,2.69,2.35,2.59,2.19,0.09,233.669,10942.6,1.559,3624.967,1.39,73.2,99.6624,925.0,2.62,2.66,0.15,3813599.0,17133.114,100.8034,4.55,0.34,5.4,14.71
2013-10-17,16712.76,234.921,101.722,109.7,0.25,159.24200000000002,7.2,1733.15,2.61,2.28,2.56,2.16,0.09,233.669,10942.6,1.559,3624.967,1.39,73.2,99.6624,925.0,2.62,2.66,0.19,3813599.0,17133.114,100.152,4.53,0.33,5.4,13.48
2013-10-18,16712.76,234.921,101.722,109.7,0.25,159.24200000000002,7.2,1744.5,2.6,2.27,2.56,2.18,0.09,233.669,10942.6,1.559,3624.967,1.39,73.2,99.6624,925.0,2.62,2.66,0.2,3813599.0,17133.114,100.1197,4.46,0.33,5.4,13.04
2013-10-19,16712.76,234.921,101.722,109.7,0.25,159.24200000000002,7.2,1744.5,2.6,2.27,2.56,2.18,0.09,233.669,10942.6,1.559,3624.967,1.39,73.2,99.6624,925.0,2.62,2.66,0.2,3813599.0,17133.114,100.1197,4.46,0.33,5.4,13.04
2013-10-20,16712.76,234.921,101.722,109.7,0.25,159.24200000000002,7.2,1744.5,2.6,2.27,2.56,2.18,0.09,233.669,10942.6,1.559,3624.967,1.39,73.2,99.6624,925.0,2.62,2.66,0.2,3813599.0,17133.114,100.1197,4.46,0.33,5.4,13.04
2013-10-21,16712.76,234.921,101.722,109.7,0.25,159.24200000000002,7.2,1744.66,2.63,2.3,2.59,2.19,0.09,233.669,11000.9,1.559,3624.967,1.39,73.2,99.6624,925.0,2.62,2.65,0.2,3813599.0,17133.114,100.3736,4.41,0.33,5.4,13.16
2013-10-22,16712.76,234.921,101.722,109.7,0.25,159.24200000000002,7.2,1754.67,2.54,2.23,2.5,2.17,0.09,233.669,11000.9,1.559,3624.967,1.39,73.2,99.6624,925.0,2.62,2.66,0.2,3813599.0,17133.114,100.087,4.44,0.31,5.4,13.33
2013-10-23,16712.76,234.921,101.722,109.7,0.25,159.24200000000002,7.2,1746.38,2.51,2.2,2.47,2.15,0.09,233.669,11000.9,1.559,3624.967,1.39,73.2,99.6624,925.0,2.62,2.67,0.2,3839033.0,17133.114,100.1867,4.44,0.31,5.4,13.42
2013-10-24,16712.76,234.921,101.722,109.7,0.25,159.24200000000002,7.2,1752.07,2.53,2.2,2.5,2.17,0.09,233.669,11000.9,1.559,3624.967,1.39,73.2,99.6624,925.0,2.62,2.68,0.21,3839033.0,17133.114,100.2778,4.4,0.33,5.4,13.2
2013-10-25,16712.76,234.921,101.722,109.7,0.25,159.24200000000002,7.2,1759.77,2.53,2.21,2.49,2.19,0.09,233.669,11000.9,1.559,3624.967,1.39,73.2,99.6624,925.0,2.62,2.66,0.2,3839033.0,17133.114,100.2432,4.42,0.32,5.4,13.09
2013-10-26,16712.76,234.921,101.722,109.7,0.25,159.24200000000002,7.2,1759.77,2.53,2.21,2.49,2.19,0.09,233.669,11000.9,1.559,3624.967,1.39,73.2,99.6624,925.0,2.62,2.66,0.2,3839033.0,17133.114,100.2432,4.42,0.32,5.4,13.09
2013-10-27,16712.76,234.921,101.722,109.7,0.25,159.24200000000002,7.2,1759.77,2.53,2.21,2.49,2.19,0.09,233.669,11000.9,1.559,3624.967,1.39,73.2,99.6624,925.0,2.62,2.66,0.2,3839033.0,17133.114,100.2432,4.42,0.32,5.4,13.09
2013-10-28,16712.76,234.921,101.722,109.7,0.25,159.24200000000002,7.2,1762.11,2.54,2.22,2.5,2.19,0.09,233.669,10980.2,1.559,3624.967,1.39,73.2,99.6624,925.0,2.62,2.66,0.2,3839033.0,17133.114,100.272,4.44,0.32,5.4,13.31
2013-10-29,16712.76,234.921,101.722,109.7,0.25,159.24200000000002,7.2,1771.95,2.53,2.22,2.49,2.18,0.09,233.669,10980.2,1.559,3624.967,1.39,73.2,99.6624,925.0,2.62,2.69,0.2,3839033.0,17133.114,100.3931,4.45,0.31,5.4,13.41
2013-10-30,16712.76,234.921,101.722,109.7,0.25,159.24200000000002,7.2,1763.31,2.55,2.22,2.51,2.18,0.09,233.669,10980.2,1.559,3628.269,1.39,73.2,99.6624,925.0,2.62,2.68,0.2,3843396.0,17133.114,100.3986,4.43,0.33,5.4,13.65
2013-10-31,16712.76,234.921,101.722,109.7,0.25,159.24200000000002,7.2,1756.54,2.57,2.26,2.53,2.17,0.09,233.669,10980.2,1.559,3628.269,1.39,73.2,99.6624,925.0,2.62,2.65,0.2,3843396.0,17133.114,100.8447,4.36,0.31,5.4,13.75
2013-11-01,16712.76,235.359,101.881,109.4,0.25,160.07399999999998,6.9,1761.64,2.65,2.32,2.61,2.15,0.08,234.1,10980.2,1.559,3628.269,1.54,75.1,99.6732,1100.0,2.72,2.64,0.2,3843396.0,17133.114,101.2766,4.31,0.33,5.4,13.28
2013-11-02,16712.76,235.359,101.881,109.4,0.25,160.07399999999998,6.9,1761.64,2.65,2.32,2.61,2.15,0.08,234.1,10980.2,1.559,3628.269,1.54,75.1,99.6732,1100.0,2.72,2.64,0.2,3843396.0,17133.114,101.2766,4.31,0.33,5.4,13.28
2013-11-03,16712.76,235.359,101.881,109.4,0.25,160.07399999999998,6.9,1761.64,2.65,2.32,2.61,2.15,0.08,234.1,10980.2,1.559,3628.269,1.54,75.1,99.6732,1100.0,2.72,2.64,0.2,3843396.0,17133.114,101.2766,4.31,0.33,5.4,13.28
2013-11-04,16712.76,235.359,101.881,109.4,0.25,160.07399999999998,6.9,1767.93,2.63,2.31,2.58,2.13,0.08,234.1,10962.8,1.559,3628.269,1.54,75.1,99.6732,1100.0,2.72,2.66,0.19,3843396.0,17133.114,101.062,4.33,0.32,5.4,12.93
2013-11-05,16712.76,235.359,101.881,109.4,0.25,160.07399999999998,6.9,1762.97,2.69,2.37,2.64,2.14,0.08,234.1,10962.8,1.559,3628.269,1.54,75.1,99.6732,1100.0,2.72,2.66,0.19,3843396.0,17133.114,101.3451,4.33,0.32,5.4,13.27
2013-11-06,16712.76,235.359,101.881,109.4,0.25,160.07399999999998,6.9,1770.49,2.67,2.37,2.62,2.19,0.08,234.1,10962.8,1.559,3628.269,1.54,75.1,99.6732,1100.0,2.72,2.7,0.19,3851623.0,17133.114,101.2265,4.35,0.3,5.4,12.67
2013-11-07,16712.76,235.359,101.881,109.4,0.25,160.07399999999998,6.9,1747.15,2.63,2.34,2.58,2.17,0.08,234.1,10962.8,1.559,3628.269,1.54,75.1,99.6732,1100.0,2.72,2.7,0.19,3851623.0,17133.114,101.5312,4.34,0.29,5.4,13.91
2013-11-08,16712.76,235.359,101.881,109.4,0.25,160.07399999999998,6.9,1770.61,2.77,2.45,2.71,2.18,0.08,234.1,10962.8,1.559,3628.269,1.54,75.1,99.6732,1100.0,2.72,2.69,0.18,3851623.0,17133.114,101.7889,4.38,0.32,5.4,12.9
2013-11-09,16712.76,235.359,101.881,109.4,0.25,160.07399999999998,6.9,1770.61,2.77,2.45,2.71,2.18,0.08,234.1,10962.8,1.559,3628.269,1.54,75.1,99.6732,1100.0,2.72,2.69,0.18,3851623.0,17133.114,101.7889,4.38,0.32,5.4,12.9
2013-11-10,16712.76,235.359,101.881,109.4,0.25,160.07399999999998,6.9,1770.61,2.77,2.45,2.71,2.18,0.08,234.1,10962.8,1.559,3628.269,1.54,75.1,99.6732,1100.0,2.72,2.69,0.18,3851623.0,17133.114,101.7889,4.38,0.32,5.4,12.9
2013-11-11,16712.76,235.359,101.881,109.4,0.25,160.07399999999998,6.9,1771.89,2.77,2.45,2.71,2.18,0.08,234.1,10945.2,1.559,3628.269,1.54,75.1,99.6732,1100.0,2.72,2.69,0.18,3851623.0,17133.114,101.7889,4.38,0.32,5.4,12.53
2013-11-12,16712.76,235.359,101.881,109.4,0.25,160.07399999999998,6.9,1767.69,2.8,2.46,2.72,2.18,0.08,234.1,10945.2,1.559,3628.269,1.54,75.1,99.6732,1100.0,2.72,2.67,0.16,3851623.0,17133.114,101.91,4.35,0.34,5.4,12.82
2013-11-13,16712.76,235.359,101.881,109.4,0.25,160.07399999999998,6.9,1782.0,2.75,2.43,2.67,2.17,0.08,234.1,10945.2,1.559,3682.392,1.54,75.1,99.6732,1100.0,2.72,2.69,0.16,3907424.0,17133.114,101.639,4.42,0.32,5.4,12.52
2013-11-14,16712.76,235.359,101.881,109.4,0.25,160.07399999999998,6.9,1790.62,2.69,2.4,2.61,2.18,0.08,234.1,10945.2,1.559,3682.392,1.54,75.1,99.6732,1100.0,2.72,2.72,0.16,3907424.0,17133.114,101.578,4.41,0.29,5.4,12.37
2013-11-15,16712.76,235.359,101.881,109.4,0.25,160.07399999999998,6.9,1798.18,2.71,2.4,2.63,2.18,0.08,234.1,10945.2,1.559,3682.392,1.54,75.1,99.6732,1100.0,2.72,2.7,0.16,3907424.0,17133.114,101.4382,4.38,0.31,5.4,12.19
2013-11-16,16712.76,235.359,101.881,109.4,0.25,160.07399999999998,6.9,1798.18,2.71,2.4,2.63,2.18,0.08,234.1,10945.2,1.559,3682.392,1.54,75.1,99.6732,1100.0,2.72,2.7,0.16,3907424.0,17133.114,101.4382,4.38,0.31,5.4,12.19
2013-11-17,16712.76,235.359,101.881,109.4,0.25,160.07399999999998,6.9,1798.18,2.71,2.4,2.63,2.18,0.08,234.1,10945.2,1.559,3682.392,1.54,75.1,99.6732,1100.0,2.72,2.7,0.16,3907424.0,17133.114,101.4382,4.38,0.31,5.4,12.19
2013-11-18,16712.76,235.359,101.881,109.4,0.25,160.07399999999998,6.9,1791.53,2.67,2.36,2.58,2.19,0.08,234.1,10950.9,1.559,3682.392,1.54,75.1,99.6732,1100.0,2.72,2.66,0.15,3907424.0,17133.114,101.131,4.35,0.31,5.4,13.1
2013-11-19,16712.76,235.359,101.881,109.4,0.25,160.07399999999998,6.9,1787.87,2.71,2.42,2.63,2.18,0.08,234.1,10950.9,1.559,3682.392,1.54,75.1,99.6732,1100.0,2.72,2.66,0.16,3907424.0,17133.114,101.2118,4.31,0.29,5.4,13.39
2013-11-20,16712.76,235.359,101.881,109.4,0.25,160.07399999999998,6.9,1781.37,2.8,2.52,2.72,2.16,0.08,234.1,10950.9,1.559,3682.392,1.54,75.1,99.6732,1100.0,2.72,2.67,0.16,3906620.0,17133.114,101.4142,4.29,0.28,5.4,13.4
2013-11-21,16712.76,235.359,101.881,109.4,0.25,160.07399999999998,6.9,1795.85,2.79,2.5,2.72,2.19,0.08,234.1,10950.9,1.559,3682.392,1.54,75.1,99.6732,1100.0,2.72,2.65,0.17,3906620.0,17133.114,101.7334,4.32,0.29,5.4,12.66
2013-11-22,16712.76,235.359,101.881,109.4,0.25,160.07399999999998,6.9,1804.76,2.75,2.44,2.68,2.19,0.08,234.1,10950.9,1.559,3682.392,1.54,75.1,99.6732,1100.0,2.72,2.65,0.17,3906620.0,17133.114,101.5837,4.3,0.31,5.4,12.26
