,GDPC1,CPILFESL,PCEPI,PPIFID,DFEDTARU,CSUSHPISA,UNRATE,SP500,DGS10,T10Y2Y,T10Y3M,T10YIE,FEDFUNDS,CPIAUCSL,M2,M2V,BASE,USSLIND,UMCSENT,IPMAN,HOUST,GS10,BAA10Y,TEDRATE,WALCL,GDP,DTWEXB,BAMLH0A0HYM2,DGS2,A191RP1Q027SBEA,VIXCLS
2020-12-22,18924.262,270.267,112.15,119.4,0.25,236.358,6.7,3687.26,0.93,0.8,0.84,1.94,0.09,262.035,19048.7,1.147,3382.8,1.72,80.7,96.445,1663.0,0.93,2.22,0.15,7362592.0,21704.706,128.0097,4.12,0.13,6.6,24.23
2020-12-23,18924.262,270.267,112.15,119.4,0.25,236.358,6.7,3690.01,0.96,0.83,0.87,1.97,0.09,262.035,19048.7,1.147,3382.8,1.72,80.7,96.445,1663.0,0.93,2.24,0.16,7404039.0,21704.706,128.0097,4.07,0.13,6.6,23.31
2020-12-24,18924.262,270.267,112.15,119.4,0.25,236.358,6.7,3703.06,0.94,0.81,0.85,1.97,0.09,262.035,19048.7,1.147,3382.8,1.72,80.7,96.445,1663.0,0.93,2.23,0.15,7404039.0,21704.706,128.0097,4.05,0.13,6.6,21.53
2020-12-25,18924.262,270.267,112.15,119.4,0.25,236.358,6.7,3703.06,0.94,0.81,0.85,1.97,0.09,262.035,19048.7,1.147,3382.8,1.72,80.7,96.445,1663.0,0.93,2.23,0.15,7404039.0,21704.706,128.0097,4.05,0.13,6.6,21.53
2020-12-26,18924.262,270.267,112.15,119.4,0.25,236.358,6.7,3703.06,0.94,0.81,0.85,1.97,0.09,262.035,19048.7,1.147,3382.8,1.72,80.7,96.445,1663.0,0.93,2.23,0.15,7404039.0,21704.706,128.0097,4.05,0.13,6.6,21.53
2020-12-27,18924.262,270.267,112.15,119.4,0.25,236.358,6.7,3703.06,0.94,0.81,0.85,1.97,0.09,262.035,19048.7,1.147,3382.8,1.72,80.7,96.445,1663.0,0.93,2.23,0.15,7404039.0,21704.706,128.0097,4.05,0.13,6.6,21.53
2020-12-28,18924.262,270.267,112.15,119.4,0.25,236.358,6.7,3735.36,0.94,0.81,0.83,1.97,0.09,262.035,18938.0,1.147,3382.8,1.72,80.7,96.445,1663.0,0.93,2.22,0.15,7404039.0,21704.706,128.0097,3.89,0.13,6.6,21.7
2020-12-29,18924.262,270.267,112.15,119.4,0.25,236.358,6.7,3727.04,0.94,0.82,0.84,1.96,0.09,262.035,18938.0,1.147,3382.8,1.72,80.7,96.445,1663.0,0.93,2.22,0.15,7404039.0,21704.706,128.0097,3.85,0.12,6.6,23.08
2020-12-30,18924.262,270.267,112.15,119.4,0.25,236.358,6.7,3732.04,0.93,0.81,0.85,1.96,0.09,262.035,18938.0,1.147,3382.8,1.72,80.7,96.445,1663.0,0.93,2.2,0.16,7363351.0,21704.706,128.0097,3.87,0.12,6.6,22.77
2020-12-31,18924.262,270.267,112.15,119.4,0.25,236.358,6.7,3756.07,0.93,0.8,0.84,1.99,0.09,262.035,18938.0,1.147,3382.8,1.72,80.7,96.445,1663.0,0.93,2.18,0.15,7363351.0,21704.706,128.0097,3.86,0.13,6.6,22.75
2021-01-01,19216.224,270.383,112.583,120.9,0.25,239.347,6.3,3756.07,0.93,0.8,0.84,1.99,0.09,262.65,18938.0,1.138,3382.8,1.72,79.0,97.5098,1602.0,1.08,2.18,0.15,7363351.0,22313.85,128.0097,3.86,0.13,11.7,22.75
2021-01-02,19216.224,270.383,112.583,120.9,0.25,239.347,6.3,3756.07,0.93,0.8,0.84,1.99,0.09,262.65,18938.0,1.138,3382.8,1.72,79.0,97.5098,1602.0,1.08,2.18,0.15,7363351.0,22313.85,128.0097,3.86,0.13,11.7,22.75
2021-01-03,19216.224,270.383,112.583,120.9,0.25,239.347,6.3,3756.07,0.93,0.8,0.84,1.99,0.09,262.65,18938.0,1.138,3382.8,1.72,79.0,97.5098,1602.0,1.08,2.18,0.15,7363351.0,22313.85,128.0097,3.86,0.13,11.7,22.75
2021-01-04,19216.224,270.383,112.583,120.9,0.25,239.347,6.3,3700.65,0.93,0.82,0.84,2.01,0.09,262.65,19040.0,1.138,3382.8,1.72,79.0,97.5098,1602.0,1.08,2.19,0.15,7363351.0,22313.85,128.0097,3.93,0.11,11.7,26.97
2021-01-05,19216.224,270.383,112.583,120.9,0.25,239.347,6.3,3726.86,0.96,0.83,0.87,2.03,0.09,262.65,19040.0,1.138,3382.8,1.72,79.0,97.5098,1602.0,1.08,2.23,0.15,7363351.0,22313.85,128.0097,3.92,0.13,11.7,25.34
2021-01-06,19216.224,270.383,112.583,120.9,0.25,239.347,6.3,3748.14,1.04,0.9,0.95,2.06,0.09,262.65,19040.0,1.138,3382.8,1.72,79.0,97.5098,1602.0,1.08,2.27,0.14,7334809.0,22313.85,128.0097,3.8,0.14,11.7,25.07
2021-01-07,19216.224,270.383,112.583,120.9,0.25,239.347,6.3,3803.79,1.08,0.94,0.99,2.09,0.09,262.65,19040.0,1.138,3382.8,1.72,79.0,97.5098,1602.0,1.08,2.23,0.13,7334809.0,22313.85,128.0097,3.78,0.14,11.7,22.37
2021-01-08,19216.224,270.383,112.583,120.9,0.25,239.347,6.3,3824.68,1.13,0.99,1.05,2.06,0.09,262.65,19040.0,1.138,3382.8,1.72,79.0,97.5098,1602.0,1.08,2.19,0.14,7334809.0,22313.85,128.0097,3.76,0.14,11.7,21.56
2021-01-09,19216.224,270.383,112.583,120.9,0.25,239.347,6.3,3824.68,1.13,0.99,1.05,2.06,0.09,262.65,19040.0,1.138,3382.8,1.72,79.0,97.5098,1602.0,1.08,2.19,0.14,7334809.0,22313.85,128.0097,3.76,0.14,11.7,21.56
2021-01-10,19216.224,270.383,112.583,120.9,0.25,239.347,6.3,3824.68,1.13,0.99,1.05,2.06,0.09,262.65,19040.0,1.138,3382.8,1.72,79.0,97.5098,1602.0,1.08,2.19,0.14,7334809.0,22313.85,128.0097,3.76,0.14,11.7,21.56
2021-01-11,19216.224,270.383,112.583,120.9,0.25,239.347,6.3,3799.61,1.15,1.01,1.07,2.06,0.09,262.65,19411.1,1.138,3382.8,1.72,79.0,97.5098,1602.0,1.08,2.15,0.14,7334809.0,22313.85,128.0097,3.82,0.14,11.7,24.08
2021-01-12,19216.224,270.383,112.583,120.9,0.25,239.347,6.3,3801.19,1.15,1.01,1.06,2.08,0.09,262.65,19411.1,1.138,3382.8,1.72,79.0,97.5098,1602.0,1.08,2.16,0.14,7334809.0,22313.85,128.0097,3.85,0.14,11.7,23.33
2021-01-13,19216.224,270.383,112.583,120.9,0.25,239.347,6.3,3809.84,1.1,0.96,1.01,2.06,0.09,262.65,19411.1,1.138,3382.8,1.72,79.0,97.5098,1602.0,1.08,2.13,0.15,7333968.0,22313.85,128.0097,3.82,0.14,11.7,22.21
2021-01-14,19216.224,270.383,112.583,120.9,0.25,239.347,6.3,3795.54,1.15,0.99,1.06,2.09,0.09,262.65,19411.1,1.138,3382.8,1.72,79.0,97.5098,1602.0,1.08,2.12,0.14,7333968.0,22313.85,128.0097,3.73,0.16,11.7,23.25
2021-01-15,19216.224,270.383,112.583,120.9,0.25,239.347,6.3,3768.25,1.11,0.98,1.02,2.1,0.09,262.65,19411.1,1.138,3382.8,1.72,79.0,97.5098,1602.0,1.08,2.13,0.13,7333968.0,22313.85,128.0097,3.74,0.13,11.7,24.34
2021-01-16,19216.224,270.383,112.583,120.9,0.25,239.347,6.3,3768.25,1.11,0.98,1.02,2.1,0.09,262.65,19411.1,1.138,3382.8,1.72,79.0,97.5098,1602.0,1.08,2.13,0.13,7333968.0,22313.85,128.0097,3.74,0.13,11.7,24.34
2021-01-17,19216.224,270.383,112.583,120.9,0.25,239.347,6.3,3768.25,1.11,0.98,1.02,2.1,0.09,262.65,19411.1,1.138,3382.8,1.72,79.0,97.5098,1602.0,1.08,2.13,0.13,7333968.0,22313.85,128.0097,3.74,0.13,11.7,24.34
2021-01-18,19216.224,270.383,112.583,120.9,0.25,239.347,6.3,3768.25,1.11,0.98,1.02,2.1,0.09,262.65,19425.1,1.138,3382.8,1.72,79.0,97.5098,1602.0,1.08,2.13,0.13,7333968.0,22313.85,128.0097,3.73,0.13,11.7,24.34
2021-01-19,19216.224,270.383,112.583,120.9,0.25,239.347,6.3,3798.91,1.1,0.96,1.01,2.1,0.09,262.65,19425.1,1.138,3382.8,1.72,79.0,97.5098,1602.0,1.08,2.11,0.13,7333968.0,22313.85,128.0097,3.71,0.14,11.7,23.24
2021-01-20,19216.224,270.383,112.583,120.9,0.25,239.347,6.3,3851.85,1.1,0.97,1.02,2.12,0.09,262.65,19425.1,1.138,3382.8,1.72,79.0,97.5098,1602.0,1.08,2.11,0.14,7414942.0,22313.85,128.0097,3.67,0.13,11.7,21.58
2021-01-21,19216.224,270.383,112.583,120.9,0.25,239.347,6.3,3853.07,1.12,0.99,1.03,2.1,0.09,262.65,19425.1,1.138,3382.8,1.72,79.0,97.5098,1602.0,1.08,2.12,0.13,7414942.0,22313.85,128.0097,3.65,0.13,11.7,21.32
2021-01-22,19216.224,270.383,112.583,120.9,0.25,239.347,6.3,3841.47,1.1,0.97,1.02,2.09,0.09,262.65,19425.1,1.138,3382.8,1.72,79.0,97.5098,1602.0,1.08,2.14,0.14,7414942.0,22313.85,128.0097,3.75,0.13,11.7,21.91
2021-01-23,19216.224,270.383,112.583,120.9,0.25,239.347,6.3,3841.47,1.1,0.97,1.02,2.09,0.09,262.65,19425.1,1.138,3382.8,1.72,79.0,97.5098,1602.0,1.08,2.14,0.14,7414942.0,22313.85,128.0097,3.75,0.13,11.7,21.91
2021-01-24,19216.224,270.383,112.583,120.9,0.25,239.347,6.3,3841.47,1.1,0.97,1.02,2.09,0.09,262.65,19425.1,1.138,3382.8,1.72,79.0,97.5098,1602.0,1.08,2.14,0.14,7414942.0,22313.85,128.0097,3.75,0.13,11.7,21.91
2021-01-25,19216.224,270.383,112.583,120.9,0.25,239.347,6.3,3855.36,1.05,0.92,0.96,2.08,0.09,262.65,19376.4,1.138,3382.8,1.72,79.0,97.5098,1602.0,1.08,2.15,0.12,7414942.0,22313.85,128.0097,3.75,0.13,11.7,23.19
2021-01-26,19216.224,270.383,112.583,120.9,0.25,239.347,6.3,3849.62,1.05,0.94,0.98,2.08,0.09,262.65,19376.4,1.138,3382.8,1.72,79.0,97.5098,1602.0,1.08,2.16,0.15,7414942.0,22313.85,128.0097,3.74,0.11,11.7,23.02
2021-01-27,19216.224,270.383,112.583,120.9,0.25,239.347,6.3,3750.77,1.04,0.92,0.96,2.08,0.09,262.65,19376.4,1.138,3382.8,1.72,79.0,97.5098,1602.0,1.08,2.16,0.13,7404926.0,22313.85,128.0097,3.85,0.12,11.7,37.21
2021-01-28,19216.224,270.383,112.583,120.9,0.25,239.347,6.3,3787.38,1.07,0.95,1.0,2.13,0.09,262.65,19376.4,1.138,3382.8,1.72,79.0,97.5098,1602.0,1.08,2.17,0.14,7404926.0,22313.85,128.0097,3.76,0.12,11.7,30.21
2021-01-29,19216.224,270.383,112.583,120.9,0.25,239.347,6.3,3714.24,1.11,1.0,1.05,2.13,0.09,262.65,19376.4,1.138,3382.8,1.72,79.0,97.5098,1602.0,1.08,2.17,0.14,7404926.0,22313.85,128.0097,3.79,0.11,11.7,33.09
2021-01-30,19216.224,270.383,112.583,120.9,0.25,239.347,6.3,3714.24,1.11,1.0,1.05,2.13,0.09,262.65,19376.4,1.138,3382.8,1.72,79.0,97.5098,1602.0,1.08,2.17,0.14,7404926.0,22313.85,128.0097,3.79,0.11,11.7,33.09
2021-01-31,19216.224,270.383,112.583,120.9,0.25,239.347,6.3,3714.24,1.11,1.0,1.05,2.13,0.09,262.65,19376.4,1.138,3382.8,1.72,79.0,97.5098,1602.0,1.08,2.17,0.14,7404926.0,22313.85,128.0097,3.84,0.11,11.7,33.09
2021-02-01,19216.224,270.727,112.961,121.9,0.25,242.132,6.2,3773.86,1.09,0.98,1.02,2.11,0.08,263.638,19370.8,1.138,3382.8,1.72,76.8,93.5276,1422.0,1.26,2.19,0.13,7404926.0,22313.85,128.0097,3.83,0.11,11.7,30.24
2021-02-02,19216.224,270.727,112.961,121.9,0.25,242.132,6.2,3826.31,1.12,1.01,1.05,2.15,0.08,263.638,19370.8,1.138,3382.8,1.72,76.8,93.5276,1422.0,1.26,2.18,0.12,7404926.0,22313.85,128.0097,3.75,0.11,11.7,25.56
2021-02-03,19216.224,270.727,112.961,121.9,0.25,242.132,6.2,3830.17,1.15,1.04,1.11,2.19,0.08,263.638,19370.8,1.138,3382.8,1.72,76.8,93.5276,1422.0,1.26,2.17,0.16,7410598.0,22313.85,128.0097,3.68,0.11,11.7,22.91
2021-02-04,19216.224,270.727,112.961,121.9,0.25,242.132,6.2,3871.74,1.15,1.04,1.11,2.17,0.08,263.638,19370.8,1.138,3382.8,1.72,76.8,93.5276,1422.0,1.26,2.19,0.15,7410598.0,22313.85,128.0097,3.64,0.11,11.7,21.77
2021-02-05,19216.224,270.727,112.961,121.9,0.25,242.132,6.2,3886.83,1.19,1.1,1.16,2.21,0.08,263.638,19370.8,1.138,3382.8,1.72,76.8,93.5276,1422.0,1.26,2.18,0.16,7410598.0,22313.85,128.0097,3.58,0.09,11.7,20.87
2021-02-06,19216.224,270.727,112.961,121.9,0.25,242.132,6.2,3886.83,1.19,1.1,1.16,2.21,0.08,263.638,19370.8,1.138,3382.8,1.72,76.8,93.5276,1422.0,1.26,2.18,0.16,7410598.0,22313.85,128.0097,3.58,0.09,11.7,20.87
2021-02-07,19216.224,270.727,112.961,121.9,0.25,242.132,6.2,3886.83,1.19,1.1,1.16,2.21,0.08,263.638,19370.8,1.138,3382.8,1.72,76.8,93.5276,1422.0,1.26,2.18,0.16,7410598.0,22313.85,128.0097,3.58,0.09,11.7,20.87
2021-02-08,19216.224,270.727,112.961,121.9,0.25,242.132,6.2,3915.59,1.19,1.08,1.14,2.22,0.08,263.638,19370.8,1.138,3382.8,1.72,76.8,93.5276,1422.0,1.26,2.14,0.15,7410598.0,22313.85,128.0097,3.54,0.11,11.7,21.24
2021-02-09,19216.224,270.727,112.961,121.9,0.25,242.132,6.2,3911.23,1.18,1.07,1.14,2.22,0.08,263.638,19370.8,1.138,3382.8,1.72,76.8,93.5276,1422.0,1.26,2.15,0.16,7410598.0,22313.85,128.0097,3.51,0.11,11.7,21.63
2021-02-10,19216.224,270.727,112.961,121.9,0.25,242.132,6.2,3909.88,1.15,1.04,1.1,2.21,0.08,263.638,19370.8,1.138,3382.8,1.72,76.8,93.5276,1422.0,1.26,2.16,0.15,7442225.0,22313.85,128.0097,3.51,0.11,11.7,21.99
2021-02-11,19216.224,270.727,112.961,121.9,0.25,242.132,6.2,3916.38,1.16,1.05,1.11,2.2,0.08,263.638,19370.8,1.138,3382.8,1.72,76.8,93.5276,1422.0,1.26,2.18,0.15,7442225.0,22313.85,128.0097,3.5,0.11,11.7,21.25
2021-02-12,19216.224,270.727,112.961,121.9,0.25,242.132,6.2,3934.83,1.2,1.09,1.16,2.21,0.08,263.638,19370.8,1.138,3382.8,1.72,76.8,93.5276,1422.0,1.26,2.19,0.15,7442225.0,22313.85,128.0097,3.48,0.11,11.7,19.97
2021-02-13,19216.224,270.727,112.961,121.9,0.25,242.132,6.2,3934.83,1.2,1.09,1.16,2.21,0.08,263.638,19370.8,1.138,3382.8,1.72,76.8,93.5276,1422.0,1.26,2.19,0.15,7442225.0,22313.85,128.0097,3.48,0.11,11.7,19.97
2021-02-14,19216.224,270.727,112.961,121.9,0.25,242.132,6.2,3934.83,1.2,1.09,1.16,2.21,0.08,263.638,19370.8,1.138,3382.8,1.72,76.8,93.5276,1422.0,1.26,2.19,0.15,7442225.0,22313.85,128.0097,3.48,0.11,11.7,19.97
2021-02-15,19216.224,270.727,112.961,121.9,0.25,242.132,6.2,3934.83,1.2,1.09,1.16,2.21,0.08,263.638,19370.8,1.138,3382.8,1.72,76.8,93.5276,1422.0,1.26,2.19,0.15,7442225.0,22313.85,128.0097,3.47,0.11,11.7,19.97
2021-02-16,19216.224,270.727,112.961,121.9,0.25,242.132,6.2,3932.59,1.3,1.17,1.26,2.24,0.08,263.638,19370.8,1.138,3382.8,1.72,76.8,93.5276,1422.0,1.26,2.15,0.15,7442225.0,22313.85,128.0097,3.41,0.13,11.7,21.46
2021-02-17,19216.224,270.727,112.961,121.9,0.25,242.132,6.2,3931.33,1.29,1.18,1.25,2.21,0.08,263.638,19370.8,1.138,3382.8,1.72,76.8,93.5276,1422.0,1.26,2.13,0.14,7557402.0,22313.85,128.0097,3.44,0.11,11.7,21.5
2021-02-18,19216.224,270.727,112.961,121.9,0.25,242.132,6.2,3913.97,1.29,1.18,1.26,2.16,0.08,263.638,19370.8,1.138,3382.8,1.72,76.8,93.5276,1422.0,1.26,2.13,0.15,7557402.0,22313.85,128.0097,3.46,0.11,11.7,22.49
2021-02-19,19216.224,270.727,112.961,121.9,0.25,242.132,6.2,3906.71,1.34,1.23,1.3,2.14,0.08,263.638,19370.8,1.138,3382.8,1.72,76.8,93.5276,1422.0,1.26,2.14,0.14,7557402.0,22313.85,128.0097,3.41,0.11,11.7,22.05
2021-02-20,19216.224,270.727,112.961,121.9,0.25,242.132,6.2,3906.71,1.34,1.23,1.3,2.14,0.08,263.638,19370.8,1.138,3382.8,1.72,76.8,93.5276,1422.0,1.26,2.14,0.14,7557402.0,22313.85,128.0097,3.41,0.11,11.7,22.05
2021-02-21,19216.224,270.727,112.961,121.9,0.25,242.132,6.2,3906.71,1.34,1.23,1.3,2.14,0.08,263.638,19370.8,1.138,3382.8,1.72,76.8,93.5276,1422.0,1.26,2.14,0.14,7557402.0,22313.85,128.0097,3.41,0.11,11.7,22.05
2021-02-22,19216.224,270.727,112.961,121.9,0.25,242.132,6.2,3876.5,1.37,1.26,1.34,2.16,0.08,263.638,19370.8,1.138,3382.8,1.72,76.8,93.5276,1422.0,1.26,2.16,0.15,7557402.0,22313.85,128.0097,3.44,0.11,11.7,23.45
2021-02-23,19216.224,270.727,112.961,121.9,0.25,242.132,6.2,3881.37,1.37,1.26,1.33,2.16,0.08,263.638,19370.8,1.138,3382.8,1.72,76.8,93.5276,1422.0,1.26,2.2,0.15,7557402.0,22313.85,128.0097,3.47,0.11,11.7,23.11
2021-02-24,19216.224,270.727,112.961,121.9,0.25,242.132,6.2,3925.43,1.38,1.26,1.35,2.17,0.08,263.638,19370.8,1.138,3382.8,1.72,76.8,93.5276,1422.0,1.26,2.22,0.16,7590111.0,22313.85,128.0097,3.42,0.12,11.7,21.34
2021-02-25,19216.224,270.727,112.961,121.9,0.25,242.132,6.2,3829.34,1.54,1.37,1.5,2.14,0.08,263.638,19370.8,1.138,3382.8,1.72,76.8,93.5276,1422.0,1.26,2.12,0.15,7590111.0,22313.85,128.0097,3.42,0.17,11.7,28.89
2021-02-26,19216.224,270.727,112.961,121.9,0.25,242.132,6.2,3811.15,1.44,1.3,1.4,2.15,0.08,263.638,19370.8,1.138,3382.8,1.72,76.8,93.5276,1422.0,1.26,2.12,0.15,7590111.0,22313.85,128.0097,3.52,0.14,11.7,27.95
2021-02-27,19216.224,270.727,112.961,121.9,0.25,242.132,6.2,3811.15,1.44,1.3,1.4,2.15,0.08,263.638,19370.8,1.138,3382.8,1.72,76.8,93.5276,1422.0,1.26,2.12,0.15,7590111.0,22313.85,128.0097,3.52,0.14,11.7,27.95
2021-02-28,19216.224,270.727,112.961,121.9,0.25,242.132,6.2,3811.15,1.44,1.3,1.4,2.15,0.08,263.638,19370.8,1.138,3382.8,1.72,76.8,93.5276,1422.0,1.26,2.12,0.15,7590111.0,22313.85,128.0097,3.57,0.14,11.7,27.95
2021-03-01,19216.224,271.526,113.632,123.0,0.25,245.37099999999998,6.1,3901.82,1.45,1.32,1.4,2.16,0.07,264.914,19370.8,1.138,3382.8,1.72,84.9,96.3978,1700.0,1.61,2.13,0.13,7590111.0,22313.85,128.0097,3.54,0.13,11.7,23.35
2021-03-02,19216.224,271.526,113.632,123.0,0.25,245.37099999999998,6.1,3870.29,1.42,1.29,1.38,2.2,0.07,264.914,19370.8,1.138,3382.8,1.72,84.9,96.3978,1700.0,1.61,2.15,0.14,7590111.0,22313.85,128.0097,3.53,0.13,11.7,24.1
2021-03-03,19216.224,271.526,113.632,123.0,0.25,245.37099999999998,6.1,3819.72,1.47,1.33,1.42,2.21,0.07,264.914,19370.8,1.138,3382.8,1.72,84.9,96.3978,1700.0,1.61,2.14,0.14,7557524.0,22313.85,128.0097,3.51,0.14,11.7,26.67
2021-03-04,19216.224,271.526,113.632,123.0,0.25,245.37099999999998,6.1,3768.47,1.54,1.4,1.5,2.2,0.07,264.914,19370.8,1.138,3382.8,1.72,84.9,96.3978,1700.0,1.61,2.13,0.14,7557524.0,22313.85,128.0097,3.54,0.14,11.7,28.57
2021-03-05,19216.224,271.526,113.632,123.0,0.25,245.37099999999998,6.1,3841.94,1.56,1.42,1.52,2.22,0.07,264.914,19370.8,1.138,3382.8,1.72,84.9,96.3978,1700.0,1.61,2.13,0.15,7557524.0,22313.85,128.0097,3.6,0.14,11.7,24.66
2021-03-06,19216.224,271.526,113.632,123.0,0.25,245.37099999999998,6.1,3841.94,1.56,1.42,1.52,2.22,0.07,264.914,19370.8,1.138,3382.8,1.72,84.9,96.3978,1700.0,1.61,2.13,0.15,7557524.0,22313.85,128.0097,3.6,0.14,11.7,24.66
2021-03-07,19216.224,271.526,113.632,123.0,0.25,245.37099999999998,6.1,3841.94,1.56,1.42,1.52,2.22,0.07,264.914,19370.8,1.138,3382.8,1.72,84.9,96.3978,1700.0,1.61,2.13,0.15,7557524.0,22313.85,128.0097,3.6,0.14,11.7,24.66
2021-03-08,19216.224,271.526,113.632,123.0,0.25,245.37099999999998,6.1,3821.35,1.59,1.42,1.54,2.21,0.07,264.914,19370.8,1.138,3382.8,1.72,84.9,96.3978,1700.0,1.61,2.14,0.13,7557524.0,22313.85,128.0097,3.57,0.17,11.7,25.47
2021-03-09,19216.224,271.526,113.632,123.0,0.25,245.37099999999998,6.1,3875.44,1.55,1.38,1.5,2.21,0.07,264.914,19370.8,1.138,3382.8,1.72,84.9,96.3978,1700.0,1.61,2.16,0.13,7557524.0,22313.85,128.0097,3.62,0.17,11.7,24.03
2021-03-10,19216.224,271.526,113.632,123.0,0.25,245.37099999999998,6.1,3898.81,1.53,1.37,1.49,2.26,0.07,264.914,19370.8,1.138,3382.8,1.72,84.9,96.3978,1700.0,1.61,2.17,0.14,7579901.0,22313.85,128.0097,3.63,0.16,11.7,22.56
2021-03-11,19216.224,271.526,113.632,123.0,0.25,245.37099999999998,6.1,3939.34,1.54,1.4,1.5,2.28,0.07,264.914,19370.8,1.138,3382.8,1.72,84.9,96.3978,1700.0,1.61,2.18,0.14,7579901.0,22313.85,128.0097,3.52,0.14,11.7,21.91
2021-03-12,19216.224,271.526,113.632,123.0,0.25,245.37099999999998,6.1,3943.34,1.64,1.5,1.6,2.26,0.07,264.914,19370.8,1.138,3382.8,1.72,84.9,96.3978,1700.0,1.61,2.19,0.15,7579901.0,22313.85,128.0097,3.55,0.14,11.7,20.69
2021-03-13,19216.224,271.526,113.632,123.0,0.25,245.37099999999998,6.1,3943.34,1.64,1.5,1.6,2.26,0.07,264.914,19370.8,1.138,3382.8,1.72,84.9,96.3978,1700.0,1.61,2.19,0.15,7579901.0,22313.85,128.0097,3.55,0.14,11.7,20.69
2021-03-14,19216.224,271.526,113.632,123.0,0.25,245.37099999999998,6.1,3943.34,1.64,1.5,1.6,2.26,0.07,264.914,19370.8,1.138,3382.8,1.72,84.9,96.3978,1700.0,1.61,2.19,0.15,7579901.0,22313.85,128.0097,3.55,0.14,11.7,20.69
2021-03-15,19216.224,271.526,113.632,123.0,0.25,245.37099999999998,6.1,3968.94,1.62,1.48,1.58,2.27,0.07,264.914,19370.8,1.138,3382.8,1.72,84.9,96.3978,1700.0,1.61,2.18,0.14,7579901.0,22313.85,128.0097,3.55,0.14,11.7,20.03
2021-03-16,19216.224,271.526,113.632,123.0,0.25,245.37099999999998,6.1,3962.71,1.62,1.47,1.6,2.3,0.07,264.914,19370.8,1.138,3382.8,1.72,84.9,96.3978,1700.0,1.61,2.19,0.17,7579901.0,22313.85,128.0097,3.55,0.15,11.7,19.79
2021-03-17,19216.224,271.526,113.632,123.0,0.25,245.37099999999998,6.1,3974.12,1.63,1.5,1.61,2.3,0.07,264.914,19370.8,1.138,3382.8,1.72,84.9,96.3978,1700.0,1.61,2.23,0.17,7693506.0,22313.85,128.0097,3.65,0.13,11.7,19.23
2021-03-18,19216.224,271.526,113.632,123.0,0.25,245.37099999999998,6.1,3915.46,1.71,1.55,1.7,2.27,0.07,264.914,19370.8,1.138,3382.8,1.72,84.9,96.3978,1700.0,1.61,2.17,0.18,7693506.0,22313.85,128.0097,3.66,0.16,11.7,21.58
2021-03-19,19216.224,271.526,113.632,123.0,0.25,245.37099999999998,6.1,3913.1,1.74,1.58,1.73,2.31,0.07,264.914,19370.8,1.138,3382.8,1.72,84.9,96.3978,1700.0,1.61,2.1,0.19,7693506.0,22313.85,128.0097,3.67,0.16,11.7,20.95
2021-03-20,19216.224,271.526,113.632,123.0,0.25,245.37099999999998,6.1,3913.1,1.74,1.58,1.73,2.31,0.07,264.914,19370.8,1.138,3382.8,1.72,84.9,96.3978,1700.0,1.61,2.1,0.19,7693506.0,22313.85,128.0097,3.67,0.16,11.7,20.95
2021-03-21,19216.224,271.526,113.632,123.0,0.25,245.37099999999998,6.1,3913.1,1.74,1.58,1.73,2.31,0.07,264.914,19370.8,1.138,3382.8,1.72,84.9,96.3978,1700.0,1.61,2.1,0.19,7693506.0,22313.85,128.0097,3.67,0.16,11.7,20.95
2021-03-22,19216.224,271.526,113.632,123.0,0.25,245.37099999999998,6.1,3940.59,1.69,1.54,1.66,2.33,0.07,264.914,19370.8,1.138,3382.8,1.72,84.9,96.3978,1700.0,1.61,2.08,0.16,7693506.0,22313.85,128.0097,3.58,0.15,11.7,18.88
2021-03-23,19216.224,271.526,113.632,123.0,0.25,245.37099999999998,6.1,3910.52,1.63,1.48,1.62,2.29,0.07,264.914,19370.8,1.138,3382.8,1.72,84.9,96.3978,1700.0,1.61,2.11,0.19,7693506.0,22313.85,128.0097,3.57,0.15,11.7,20.3
2021-03-24,19216.224,271.526,113.632,123.0,0.25,245.37099999999998,6.1,3889.14,1.62,1.48,1.6,2.31,0.07,264.914,19370.8,1.138,3382.8,1.72,84.9,96.3978,1700.0,1.61,2.1,0.18,7719622.0,22313.85,128.0097,3.51,0.14,11.7,21.2
2021-03-25,19216.224,271.526,113.632,123.0,0.25,245.37099999999998,6.1,3909.52,1.63,1.49,1.61,2.32,0.07,264.914,19370.8,1.138,3382.8,1.72,84.9,96.3978,1700.0,1.61,2.11,0.17,7719622.0,22313.85,128.0097,3.53,0.14,11.7,19.81
2021-03-26,19216.224,271.526,113.632,123.0,0.25,245.37099999999998,6.1,3974.54,1.67,1.53,1.65,2.34,0.07,264.914,19370.8,1.138,3382.8,1.72,84.9,96.3978,1700.0,1.61,2.09,0.18,7719622.0,22313.85,128.0097,3.48,0.14,11.7,18.86
2021-03-27,19216.224,271.526,113.632,123.0,0.25,245.37099999999998,6.1,3974.54,1.67,1.53,1.65,2.34,0.07,264.914,19370.8,1.138,3382.8,1.72,84.9,96.3978,1700.0,1.61,2.09,0.18,7719622.0,22313.85,128.0097,3.48,0.14,11.7,18.86
2021-03-28,19216.224,271.526,113.632,123.0,0.25,245.37099999999998,6.1,3974.54,1.67,1.53,1.65,2.34,0.07,264.914,19370.8,1.138,3382.8,1.72,84.9,96.3978,1700.0,1.61,2.09,0.18,7719622.0,22313.85,128.0097,3.48,0.14,11.7,18.86
